rank,score,name,defocus_waves,astigmatism_waves,spherical_waves,center_ratio,middle_over_sides,core_rms_fraction,profile_rmse_x,profile_rmse_y
30,10.098259749834108,D+0.00_A-0.20_S+0.20waves,0.0,-0.2,0.19999999999999996,0.9067148265946983,1.2704055596628787,0.2864785381180975,0.2095163385872219,0.2011619726446959
31,10.327567718940019,D+0.60_A-0.40_S+0.20waves,0.6,-0.4,0.19999999999999996,1.0162052280057952,1.2212221147797813,0.1874100126854607,0.19700626895748655,0.17312285635152033
32,10.330643275634504,D+0.40_A+0.00_S+0.20waves,0.3999999999999999,0.0,0.19999999999999996,0.7444627454050937,1.286274153036738,0.3606830958635728,0.2618630277537379,0.30331322243699665
33,10.385965304197216,D+0.40_A-0.20_S-0.40waves,0.3999999999999999,-0.2,-0.4,0.5242413298790924,0.8054777882015335,0.5913874374458444,0.5670986152670986,0.2486449738464942
34,10.404300500668283,D-0.20_A-0.20_S+0.00waves,-0.2,-0.2,0.0,1.0205943026885558,1.1613857338466518,0.4593291058671653,0.4255197524674419,0.1668519891252282
35,10.445163452458543,D+0.20_A-0.40_S+0.20waves,0.19999999999999996,-0.4,0.19999999999999996,0.7288884353312622,1.2948545922154442,0.3678067937140731,0.19407554461887525,0.22566139231529264
36,10.516586004335588,D+0.60_A-0.20_S+0.20waves,0.6,-0.2,0.19999999999999996,0.9384232965025271,1.2767138815075278,0.28791631495627107,0.1843034546633021,0.20976038090967472
37,10.815732163428029,D+0.60_A+0.00_S+0.20waves,0.6,0.0,0.19999999999999996,0.7317886425261685,1.3106486990951687,0.3578066282778326,0.22831283175363415,0.24045171981452812
38,10.857928078025617,D+0.60_A+0.40_S+0.00waves,0.6,0.3999999999999999,0.0,1.0231368753397612,1.2400847357852316,0.3109639852267513,0.21101412200296157,0.23370396450619726
39,10.881703565068714,D+0.60_A-0.40_S-0.20waves,0.6,-0.4,-0.2,0.458515099391807,0.8586333420259089,0.5849772225420622,0.40750552440895715,0.26589088040143055
40,10.944896735900878,D+0.40_A-0.60_S+0.20waves,0.3999999999999999,-0.6,0.19999999999999996,1.0174084598902633,1.2536641075527715,0.22107923489497658,0.20373026267942945,0.1807838472219876
41,10.999653301279132,D+0.60_A-0.20_S-0.60waves,0.6,-0.2,-0.6,0.4735159312258266,0.9490402511781812,0.5836500613205766,0.5645277662902367,0.31523926349719733
42,11.046769435072036,D+0.40_A+0.20_S+0.20waves,0.3999999999999999,0.19999999999999996,0.19999999999999996,0.9297854039342083,1.303588654889723,0.2613160921813423,0.18881028684895076,0.23236518812553228
43,11.101286336416315,D+0.60_A-0.60_S+0.20waves,0.6,-0.6,0.19999999999999996,1.0607167057773748,1.218790913770925,0.15546715571698488,0.22326871379786906,0.19287321155167766
44,11.3774473439858,D+0.20_A-0.60_S+0.00waves,0.19999999999999996,-0.6,0.0,0.6156118027152644,1.1873112407743083,0.6277595243428867,0.24873506223589728,0.19946563021372174
